 # Results for site percolation on square lattice
 # L=          150
 # number of p points =          100

  0.000000   0.000000   0.000000           0.000           0.000
  0.009901   0.000000   0.000000           2.137           1.041
  0.019802   0.000000   0.000000           2.607           1.084
  0.029703   0.000000   0.000000           3.152           1.129
  0.039604   0.000000   0.000000           3.637           1.177
  0.049505   0.000000   0.000000           4.171           1.231
  0.059406   0.000000   0.000000           4.590           1.285
  0.069307   0.000000   0.000000           5.125           1.345
  0.079208   0.000000   0.000000           5.641           1.407
  0.089109   0.000000   0.000000           6.089           1.475
  0.099010   0.000000   0.000000           6.617           1.547
  0.108911   0.000000   0.000000           7.431           1.623
  0.118812   0.000000   0.000000           7.980           1.702
  0.128713   0.000000   0.000000           8.594           1.790
  0.138614   0.000000   0.000000           9.291           1.882
  0.148515   0.000000   0.000000           9.873           1.981
  0.158416   0.000000   0.000000          10.462           2.086
  0.168317   0.000000   0.000000          11.089           2.198
  0.178218   0.000000   0.000000          11.817           2.321
  0.188119   0.000000   0.000000          12.770           2.453
  0.198020   0.000000   0.000000          13.600           2.591
  0.207921   0.000000   0.000000          14.624           2.738
  0.217822   0.000000   0.000000          15.769           2.901
  0.227723   0.000000   0.000000          16.969           3.080
  0.237624   0.000000   0.000000          18.260           3.274
  0.247525   0.000000   0.000000          19.515           3.485
  0.257426   0.000000   0.000000          21.053           3.714
  0.267327   0.000000   0.000000          22.469           3.959
  0.277228   0.000000   0.000000          24.212           4.232
  0.287129   0.000000   0.000000          25.754           4.530
  0.297030   0.000000   0.000000          27.766           4.866
  0.306931   0.000000   0.000000          30.154           5.238
  0.316832   0.000000   0.000000          33.035           5.660
  0.326733   0.000000   0.000000          36.238           6.128
  0.336634   0.000000   0.000000          38.862           6.648
  0.346535   0.000000   0.000000          43.008           7.251
  0.356436   0.000000   0.000000          46.447           7.911
  0.366337   0.000000   0.000000          50.803           8.666
  0.376238   0.000000   0.000000          56.008           9.508
  0.386139   0.000000   0.000000          62.377          10.537
  0.396040   0.000000   0.000000          69.778          11.715
  0.405941   0.000000   0.000000          77.556          13.075
  0.415842   0.000000   0.000000          88.057          14.710
  0.425743   0.000000   0.000000          97.645          16.675
  0.435644   0.000000   0.000000         106.971          18.979
  0.445545   0.000000   0.000000         122.259          21.906
  0.455446   0.000000   0.000000         138.932          25.404
  0.465347   0.000000   0.000000         161.963          29.986
  0.475248   0.000000   0.000000         190.872          35.637
  0.485149   0.000000   0.000000         224.401          42.973
  0.495049   0.000000   0.000000         270.655          52.825
  0.504950   0.000000   0.000000         341.710          67.231
  0.514851   0.000000   0.000000         425.989          87.139
  0.524752   0.000000   0.000000         519.942         114.675
  0.534653   0.000000   0.000000         673.544         159.833
  0.544554   0.000000   0.000000         929.396         242.604
  0.554455   0.000006   0.000001        1359.818         406.601
  0.564356   0.006030   0.000991        2104.701         739.508
  0.574257   0.038371   0.009192        3517.085        1599.366
  0.584158   0.230978   0.082017        4587.729        2915.828
  0.594059   0.617758   0.267001        3578.617        4009.497
  0.603960   0.918272   0.452612        1138.195        2540.856
  0.613861   0.991722   0.530973         276.684         612.211
  0.623762   0.999993   0.564707         119.521          35.084
  0.633663   1.000000   0.587697          86.079          22.921
  0.643564   1.000000   0.606808          62.423          16.482
  0.653465   1.000000   0.623895          45.806          11.168
  0.663366   1.000000   0.639390          35.169           8.091
  0.673267   1.000000   0.653608          29.144           6.664
  0.683168   1.000000   0.667005          22.768           5.351
  0.693069   1.000000   0.679697          18.604           4.479
  0.702970   1.000000   0.691915          16.484           3.999
  0.712871   1.000000   0.703678          13.870           3.529
  0.722772   1.000000   0.715206          11.609           3.123
  0.732673   1.000000   0.726367           9.920           2.839
  0.742574   1.000000   0.737313           9.069           2.701
  0.752475   1.000000   0.748173           7.399           2.211
  0.762376   1.000000   0.758806           6.226           2.008
  0.772277   1.000000   0.769323           5.552           1.891
  0.782178   1.000000   0.779755           4.799           1.763
  0.792079   1.000000   0.790117           4.065           1.628
  0.801980   1.000000   0.800428           3.391           1.506
  0.811881   1.000000   0.810646           2.922           1.422
  0.821782   1.000000   0.820803           2.435           1.334
  0.831683   1.000000   0.830906           2.176           1.312
  0.841584   1.000000   0.840979           1.812           1.244
  0.851485   1.000000   0.851016           1.615           1.249
  0.861386   1.000000   0.861030           1.420           1.205
  0.871287   1.000000   0.871030           1.218           1.122
  0.881188   1.000000   0.881006           1.072           1.066
  0.891089   1.000000   0.890962           0.971           1.049
  0.900990   1.000000   0.900897           0.880           1.043
  0.910891   1.000000   0.910827           0.712           1.028
  0.920792   1.000000   0.920749           0.583           1.021
  0.930693   1.000000   0.930667           0.434           1.000
  0.940594   1.000000   0.940581           0.262           1.001
  0.950495   1.000000   0.950488           0.148           0.998
  0.960396   1.000000   0.960394           0.041           1.006
  0.970297   1.000000   0.970297           0.000           2.589
  0.980198   1.000000   0.980198           0.000           0.000
  0.990099   1.000000   0.990099           0.000          -0.000
  1.000000   1.000000   1.000000           0.000           0.000
